# temperatura,vacuo,energia_knn,energia_rnn,energia_lr
10.59,25.36,470.96,470.96,479.32
8.64,39.69,480.29,479.79,477.98
12.89,36.71,475.13,475.13,471.70
7.78,39.18,484.65,484.65,479.62
22.05,63.31,445.00,446.60,447.39
16.01,43.69,465.89,465.89,464.10
21.63,71.85,440.84,440.68,445.33
17.64,57.76,455.75,455.75,456.73
13.18,37.91,469.63,469.63,470.81
22.17,70.47,440.22,440.18,444.85
27.53,72.58,431.69,432.38,435.01
9.64,39.35,479.81,479.81,476.39
26.70,70.32,438.46,438.46,437.17
17.78,50.66,456.11,456.11,458.80
9.98,41.54,471.35,475.72,475.09
25.54,60.37,442.78,442.36,442.39
5.35,35.79,483.20,483.20,484.87
27.00,69.34,434.94,434.88,436.97
26.79,62.44,440.55,440.55,439.58
18.55,46.48,452.73,455.68,458.85
28.21,70.02,435.04,434.52,434.69
15.80,53.82,463.09,463.09,461.15
9.42,39.64,478.05,478.05,476.67
9.26,41.66,483.51,483.51,476.28
5.10,35.57,489.96,489.96,485.37
26.03,70.32,435.78,435.20,438.31
25.94,77.24,432.88,432.88,436.21
8.53,38.18,480.86,480.86,478.66
25.77,69.04,445.35,445.35,439.17
5.90,45.87,481.27,481.27,480.65
23.66,72.43,439.02,439.02,441.67
21.70,64.69,448.76,448.76,447.54
9.95,43.56,477.88,477.88,474.49
28.29,69.13,429.28,429.28,434.84
6.80,37.80,485.96,485.96,481.74
25.30,59.43,442.50,442.50,443.10
24.10,71.97,443.09,443.09,441.07
27.07,74.87,440.47,440.47,435.05
14.04,39.64,472.31,472.31,468.78
5.71,40.77,486.33,486.33,482.64
26.01,74.33,434.56,435.23,437.04
12.35,40.73,466.71,466.71,471.31
24.01,46.93,450.21,448.73,449.38
22.78,62.44,446.12,446.12,446.43
29.51,75.60,436.43,435.40,430.65
20.73,41.10,460.16,459.81,456.88
31.71,73.50,430.45,430.45,427.58
10.55,41.26,473.60,473.60,474.21
16.13,39.99,464.03,463.84,465.10
18.50,51.43,459.42,459.42,457.32
19.22,65.06,449.69,449.69,451.65
5.54,41.38,490.07,490.07,482.73
12.80,44.34,473.29,470.63,469.37
22.78,71.77,438.99,438.93,443.39
9.95,41.82,477.52,477.52,475.05
5.95,39.48,487.17,486.09,482.65
15.19,41.43,465.28,465.28,466.23
22.01,49.39,450.54,447.97,451.99
5.81,35.79,483.51,484.29,484.09
15.02,37.64,465.77,465.55,467.76
25.80,71.58,433.91,433.95,438.29
19.94,58.96,450.03,449.90,452.41
23.92,63.21,445.26,445.26,444.23
22.39,59.04,445.52,445.52,448.20
24.23,58.79,443.82,443.71,445.14
22.77,69.84,438.14,439.32,444.03
27.39,67.07,441.45,441.45,437.05
27.55,68.08,432.59,432.59,436.44
26.12,63.94,440.85,442.23,440.24
30.91,70.32,433.71,433.71,429.98
21.39,63.90,449.38,449.38,448.33
21.78,51.43,450.17,449.61,451.72
16.71,40.55,464.13,464.13,463.92
26.28,75.23,436.53,436.43,436.28
29.65,74.90,433.32,433.32,430.64
18.61,44.06,452.68,452.68,459.53
33.68,68.14,427.85,429.53,425.96
24.78,68.94,435.93,435.93,440.90
28.97,67.90,438.11,435.55,434.08
26.28,73.06,437.01,437.01,436.99
27.50,65.59,441.27,441.27,437.34
25.69,59.07,441.65,442.16,442.56
10.32,39.28,477.97,476.74,475.25
22.86,47.43,452.53,452.53,451.18
14.26,42.86,468.35,467.01,467.35
27.87,70.79,430.39,432.10,435.02
26.26,74.90,434.61,435.94,436.43
19.65,45.01,454.78,455.94,457.45
12.15,45.01,468.07,468.07,470.26
27.59,59.21,437.49,437.49,439.27
27.01,69.75,433.25,434.64,436.82
10.39,40.96,479.00,479.00,474.58
24.15,71.73,436.55,436.55,441.06
24.74,59.39,437.49,437.49,444.07
21.45,60.84,445.79,446.20,449.22
23.06,56.85,441.99,444.75,447.77
31.01,69.04,431.71,432.63,430.22
31.24,68.30,435.20,435.20,430.07
15.06,39.30,464.15,464.15,467.15
25.14,49.02,438.53,438.53,446.77
25.99,68.08,442.14,442.14,439.11
1.81,39.42,490.55,490.55,489.73
31.86,69.59,434.92,433.39,428.59
13.10,40.55,472.60,470.53,470.09
26.05,73.88,439.96,439.96,437.12
29.04,62.26,437.82,438.16,435.80
7.24,38.06,484.62,484.41,480.91
17.32,44.34,468.80,468.80,461.65
32.40,68.14,425.91,425.91,428.14
19.31,52.72,454.95,454.40,455.52
26.04,52.84,439.36,439.36,443.99
20.46,54.20,448.10,448.10,453.07
4.16,35.47,486.70,486.70,487.01
20.98,43.77,449.63,454.53,455.58
24.10,68.08,440.33,440.33,442.34
9.44,41.40,473.94,473.94,476.06
29.98,76.09,432.00,432.00,429.69
12.80,42.18,466.11,469.07,470.07
26.72,56.90,439.42,440.08,441.50
30.28,58.90,441.48,440.91,434.77
24.56,58.82,444.70,443.61,444.57
22.19,60.37,440.75,440.75,448.11
8.72,36.25,479.94,479.94,478.97
3.38,41.31,489.33,488.09,486.44
17.68,53.16,456.86,456.86,458.16
17.70,50.88,456.78,456.78,458.87
18.77,52.08,455.13,455.00,456.65
25.38,63.87,442.13,442.13,441.52
11.52,39.18,474.35,474.35,473.23
12.28,41.49,467.44,467.44,471.18
16.29,44.34,468.80,468.80,463.41
24.49,49.82,451.42,451.42,447.62
27.40,77.24,435.74,435.74,433.72
14.04,40.83,469.75,469.75,468.39
22.59,65.06,445.09,445.31,445.90
23.43,63.94,444.62,444.79,444.83
29.24,74.67,432.61,432.61,431.41
29.35,68.51,430.22,430.22,433.23
33.87,71.32,435.89,435.89,424.60
16.71,46.18,458.90,458.90,462.09
19.45,46.33,452.82,452.82,457.36
20.82,63.77,448.90,448.90,449.34
27.31,68.14,437.83,437.83,436.84
22.93,63.13,443.91,445.49,445.95
22.98,58.46,446.80,446.09,447.38
12.38,40.60,472.49,472.19,471.30
25.50,67.83,437.49,437.49,440.03
24.24,68.30,442.73,440.98,442.03
13.89,45.08,466.02,466.40,467.26
24.97,54.20,439.71,439.71,445.37
20.08,58.12,452.56,451.31,452.45
11.29,35.76,473.74,473.74,474.74
25.72,66.86,437.44,438.78,439.97
27.78,60.07,439.43,439.43,438.66
10.22,37.83,471.79,471.79,475.89
25.46,70.32,433.08,433.08,439.28
25.14,73.67,435.85,435.71,438.74
25.03,60.27,438.24,438.24,443.29
21.96,71.85,441.52,441.52,444.76
22.74,58.12,447.86,446.63,447.90
19.67,44.89,455.20,455.20,457.45
20.32,39.72,457.93,457.93,458.03
13.08,39.28,472.72,471.32,470.54
26.42,59.27,440.62,441.84,441.24
22.61,42.80,460.26,460.26,453.11
11.46,39.82,472.74,474.55,473.13
8.07,41.17,484.54,484.54,478.47
12.32,41.62,464.72,464.72,471.07
19.80,49.15,453.93,452.73,455.84
18.88,40.79,459.06,459.06,460.14
16.64,39.64,463.49,463.49,464.34
10.72,40.81,474.64,474.64,474.07
21.50,50.59,450.34,450.16,452.47
20.59,59.80,453.83,453.83,451.03
30.93,73.42,432.48,432.49,428.93
19.90,56.53,456.48,456.48,453.27
7.47,40.64,478.08,478.08,479.67
31.33,58.90,439.54,439.54,432.98
25.45,67.83,437.51,437.89,440.11
25.88,69.13,437.53,436.43,438.95
29.59,74.78,436.77,436.77,430.78
12.04,41.58,464.45,464.45,471.56
23.88,54.20,444.97,444.97,447.23
27.23,44.05,440.20,440.20,444.82
26.52,77.17,432.48,432.48,435.24
30.64,74.87,437.43,437.43,428.96
24.16,65.06,442.26,442.94,443.22
18.86,51.43,446.91,446.91,456.71
10.42,41.26,472.54,472.54,474.43
5.09,42.85,481.24,481.24,483.02
28.80,71.58,434.74,433.57,433.17
6.38,40.07,492.96,492.96,481.72
5.18,41.31,489.26,486.17,483.36
9.54,41.17,481.18,481.18,475.96
10.82,44.63,476.76,475.33,472.65
20.72,63.94,447.69,447.69,449.46
27.71,74.34,433.39,434.60,434.13
28.39,65.51,438.78,438.78,435.85
21.97,58.12,448.91,448.91,449.22
27.01,43.77,440.64,440.64,445.29
11.34,41.54,477.24,477.24,472.77
9.32,41.39,479.14,478.28,476.27
8.43,40.69,484.94,484.94,478.02
18.42,60.10,454.08,451.75,454.64
14.66,42.07,464.13,465.83,466.93
21.75,60.27,443.89,444.68,448.89
13.28,43.80,466.78,466.78,468.72
20.17,56.03,457.20,455.26,452.97
29.00,69.13,435.39,434.63,433.63
19.44,48.70,453.66,452.93,456.61
31.11,74.16,432.18,432.42,428.39
20.45,58.96,454.26,454.26,451.54
19.66,45.01,453.45,453.45,457.43
19.78,50.32,449.23,449.23,455.50
23.90,61.41,451.99,451.99,444.85
11.11,37.50,472.75,473.43,474.48
9.13,39.04,483.24,483.24,477.36
19.78,44.71,459.74,458.68,457.33
30.80,70.94,432.44,432.44,429.96
29.73,73.06,432.73,432.73,431.10
26.93,72.99,433.18,433.18,435.90
26.98,43.77,441.56,441.84,445.34
14.84,38.91,467.83,467.83,467.65
32.41,67.83,426.85,426.85,428.23
16.37,53.16,459.52,459.52,460.40
15.85,46.18,461.20,461.23,463.56
14.48,39.00,466.14,467.04,468.24
9.45,41.40,475.49,475.49,476.04
29.00,70.72,437.55,437.55,433.11
21.01,44.05,445.07,445.07,455.44
20.28,57.25,451.10,451.87,452.39
25.96,71.64,432.93,432.93,438.00
25.61,58.86,444.77,444.77,442.76
12.23,41.58,465.30,470.41,471.24
8.48,38.50,485.29,485.29,478.64
24.80,72.24,435.54,435.27,439.79
14.51,49.83,460.45,460.45,464.66
23.56,51.86,448.94,447.47,448.54
10.39,40.22,479.14,479.14,474.82
11.99,38.28,471.05,472.10,472.72
7.22,41.01,481.52,482.45,479.98
7.77,40.27,485.54,485.54,479.28
25.21,75.60,445.84,445.84,437.99
23.04,48.06,446.09,446.25,450.67
31.14,67.32,434.18,432.34,430.56
28.18,71.14,433.85,433.48,434.37
10.10,40.22,478.43,478.43,475.32
20.94,44.78,465.57,465.57,455.32
10.07,34.69,477.62,477.62,477.17
19.46,56.89,447.86,447.86,453.90
13.48,41.26,466.88,466.88,469.21
24.33,60.32,445.36,445.36,444.47
18.59,43.14,464.48,464.48,459.87
10.73,44.92,477.99,476.29,472.71
27.19,71.58,432.03,432.85,435.92
11.83,44.60,469.96,469.96,470.94
14.71,44.00,462.87,462.87,466.21
9.75,52.72,473.41,473.41,471.84
31.04,66.54,431.66,431.66,430.99
32.96,68.31,434.06,431.88,427.13
28.82,64.79,436.33,438.10,435.35
24.12,58.66,444.48,444.10,445.37
28.43,68.08,433.05,433.05,434.94
6.93,38.68,482.37,482.37,481.23
11.81,40.75,477.22,477.22,472.23
25.99,71.32,432.41,432.41,438.05
27.52,66.25,434.85,437.44,437.09
23.03,68.08,441.71,441.71,444.16
18.55,41.85,467.51,467.51,460.36
9.26,40.78,471.79,471.79,476.57
24.51,65.12,442.55,442.63,442.60
13.50,54.30,468.92,468.92,464.93
14.39,44.21,465.16,466.11,466.69
14.39,44.84,464.15,464.15,466.49
20.67,70.02,448.75,448.75,447.56
15.50,40.12,460.41,460.41,466.13
24.34,48.78,448.54,448.54,448.21
11.21,39.85,472.52,474.91,473.54
7.03,41.74,488.28,485.75,480.07
12.12,38.28,470.39,470.39,472.50
31.53,70.36,438.71,438.71,428.91
10.31,40.67,485.25,485.25,474.81
30.39,66.54,428.89,428.89,432.10
13.45,45.87,464.78,464.78,467.76
25.02,59.44,442.92,442.59,443.58
25.04,70.47,435.41,436.09,439.95
27.78,73.56,433.51,433.59,434.27
23.21,73.42,439.66,439.66,442.12
10.24,39.28,477.68,476.78,475.38
11.38,39.22,475.35,474.87,473.46
18.15,58.46,449.38,451.28,455.63
22.51,68.63,442.46,441.76,444.87
20.04,58.20,448.92,448.92,452.49
22.31,43.43,455.28,453.63,453.42
19.02,52.72,461.57,461.57,456.01
27.33,66.17,436.81,437.98,437.44
23.25,51.86,450.22,450.22,449.07
16.65,49.69,457.58,457.78,461.05
17.14,41.66,461.66,462.97,462.83
20.86,63.73,440.42,440.42,449.29
20.76,70.72,448.85,448.85,447.18
24.05,70.40,437.33,437.85,441.67
28.34,73.68,435.10,433.74,433.27
14.72,43.34,465.57,465.65,466.41
13.56,40.03,468.69,469.43,469.47
25.66,77.54,435.98,435.47,436.59
24.18,66.48,433.75,433.75,442.72
30.24,69.88,436.37,436.37,431.27
23.79,59.44,441.78,443.43,445.68
29.17,73.17,432.03,432.61,432.02
15.80,40.66,460.06,464.05,465.44
11.15,40.64,477.79,477.79,473.39
13.19,44.88,470.86,468.69,468.52
15.42,37.85,467.33,467.33,467.00
26.06,54.50,451.67,451.67,443.41
12.41,41.16,464.08,464.08,471.07
25.42,75.60,438.24,438.24,437.63
5.15,35.19,488.42,488.42,485.41
28.13,68.12,436.44,435.76,435.44
26.35,49.50,451.33,447.83,444.55
18.26,49.64,453.31,453.73,458.32
8.34,40.96,483.79,480.19,478.08
24.43,59.87,441.61,441.61,444.45
27.25,69.98,431.00,434.16,436.34
10.80,40.69,478.19,478.19,473.97
29.17,72.99,431.96,432.47,432.08
20.77,45.87,452.71,452.71,455.26
20.62,43.43,455.51,456.98,456.31
10.93,39.22,473.27,473.27,474.23
9.33,44.03,474.15,474.15,475.39
26.75,70.32,437.30,435.19,437.08
14.09,41.20,472.42,472.42,468.19
12.88,38.53,466.92,466.92,471.12
16.85,50.90,460.68,460.68,460.31
26.95,70.79,430.07,430.07,436.59
10.02,41.44,476.00,476.17,475.06
9.32,36.30,479.03,479.03,477.93
28.75,64.84,441.30,441.30,435.45
27.55,73.68,431.86,431.86,434.62
13.56,39.52,471.99,469.98,469.64
22.17,65.61,449.91,449.91,446.44
8.90,41.40,472.95,472.95,476.98
26.53,63.87,445.11,445.11,439.56
27.07,65.59,441.75,439.93,438.08
11.68,40.23,476.20,474.49,472.62
22.79,69.13,440.11,440.25,444.23
17.57,46.21,453.29,453.29,460.61
12.04,42.34,465.36,465.36,471.31
27.29,71.32,435.25,435.25,435.83
13.70,34.03,470.20,470.20,471.19
22.89,80.25,446.15,446.15,440.44
30.07,69.82,436.16,434.25,431.57
32.07,70.94,432.33,432.33,427.79
25.76,63.94,442.23,442.55,440.85
15.55,43.02,466.20,466.20,465.10
27.95,73.50,434.66,433.40,434.00
13.04,41.04,467.76,469.84,470.03
10.61,43.79,480.28,480.28,473.28
15.59,52.05,456.07,456.07,462.09
20.00,56.53,454.86,454.86,453.10
11.17,39.72,474.64,474.64,473.65
14.04,40.20,465.25,465.25,468.60
11.61,39.69,470.78,470.78,472.91
11.84,39.28,477.51,477.51,472.65
11.94,44.20,474.02,474.02,470.88
25.11,58.79,442.34,442.34,443.64
25.37,58.33,444.46,444.46,443.34
14.44,40.10,468.19,468.19,467.95
19.15,44.34,460.85,459.59,458.52
21.42,56.89,443.46,445.85,450.56
12.65,44.00,466.89,468.91,469.73
18.33,52.08,454.86,455.87,457.40
12.54,44.03,471.86,471.86,469.91
10.08,41.16,477.81,476.57,475.05
12.31,41.06,475.76,475.76,471.27
14.56,25.88,466.29,466.29,472.37
19.29,67.71,449.28,449.28,450.67
11.82,41.74,476.21,476.21,471.89
6.61,38.68,483.88,483.88,481.78
16.31,52.75,456.58,456.58,460.63
17.16,53.16,459.73,459.20,459.05
12.24,40.96,475.32,475.32,471.42
24.75,63.57,445.30,445.30,442.70
27.31,64.44,442.77,442.77,438.04
25.27,67.07,438.60,439.45,440.67
8.30,36.30,480.58,480.58,479.67
15.98,41.48,464.35,463.94,464.87
26.28,68.14,434.84,436.30,438.59
7.10,41.74,484.12,484.12,479.95
25.96,63.77,442.30,442.35,440.56
11.04,41.74,477.20,477.20,473.22
17.51,68.28,446.52,447.56,453.52
19.88,47.03,457.22,454.72,456.40
27.53,70.32,433.72,433.72,435.75
26.38,65.12,439.97,441.21,439.41
12.99,42.34,465.98,465.98,469.69
23.27,64.69,447.23,445.28,444.86
17.20,40.55,462.55,462.55,463.09
28.31,64.79,437.52,438.97,436.22
14.66,42.77,463.60,463.60,466.70
5.78,40.62,482.29,484.62,482.56
17.35,47.83,453.96,453.96,460.46
16.85,42.24,461.64,463.11,463.13
31.85,69.04,434.79,434.79,428.79
15.56,41.10,464.07,464.45,465.71
13.80,42.99,470.93,470.93,468.10
22.84,61.87,442.72,442.72,446.51
13.16,54.30,468.40,468.40,465.51
13.05,34.03,472.69,472.69,472.30
26.75,58.33,444.09,444.09,440.99
26.12,75.60,439.68,439.68,436.44
7.09,43.65,483.42,483.42,479.34
18.94,47.83,455.19,455.19,457.74
17.70,43.69,462.63,462.63,461.21
19.65,62.10,449.85,450.00,451.88
25.63,48.92,439.87,439.87,445.96
18.80,44.71,459.85,459.85,459.00
15.24,37.87,463.09,463.09,467.31
21.09,67.07,446.47,446.69,447.81
22.32,70.47,439.64,439.92,444.60
15.79,50.88,460.19,460.19,462.13
27.52,74.67,433.56,433.56,434.35
15.46,37.64,465.39,465.13,467.01
7.65,40.67,481.49,481.53,479.35
16.02,44.90,455.48,455.48,463.68
20.28,48.78,450.54,451.54,455.15
17.77,52.90,457.98,457.98,458.09
14.57,41.79,457.21,457.21,467.17
24.19,47.45,446.30,446.30,448.90
25.79,75.60,441.34,438.96,437.00
23.94,62.08,447.50,447.50,444.56
14.82,44.58,473.17,473.17,465.84
14.23,46.18,463.86,463.86,466.32
14.30,41.93,471.32,471.32,467.59
24.42,62.66,442.83,443.09,443.56
4.71,42.07,486.79,486.79,483.92
22.07,48.41,444.01,444.01,452.21
29.53,71.14,431.97,431.97,432.07
19.09,56.51,455.67,455.41,454.66
13.26,45.51,472.17,472.17,468.20
10.33,40.60,475.73,476.04,474.80
21.01,51.19,446.20,446.20,453.11
6.64,39.04,481.53,481.53,481.61
21.75,58.79,447.58,447.58,449.38
28.32,66.54,434.60,436.11,435.63
28.68,70.72,435.27,434.03,433.66
27.37,70.72,441.90,441.90,435.89
20.40,54.90,452.56,452.56,452.95
13.14,43.71,467.07,467.07,468.99
25.72,74.67,434.83,434.83,437.42
14.03,49.83,463.71,463.71,465.48
13.41,45.00,476.92,476.92,468.11
21.85,59.80,454.26,454.26,448.88
10.23,43.72,476.02,476.50,473.96
25.69,64.45,445.70,443.00,440.80
19.08,44.63,457.88,457.88,458.55
25.87,44.57,445.79,445.79,446.97
16.73,65.94,453.39,453.39,455.62
31.74,72.58,432.65,431.96,427.82
24.97,63.86,441.61,441.61,442.23
11.02,41.44,476.66,474.86,473.35
21.57,69.23,437.55,437.55,446.28
11.10,40.00,477.20,477.20,473.68
28.32,68.12,433.59,433.59,435.12
17.21,52.90,460.88,460.88,459.05
32.18,69.75,434.92,433.46,427.99
13.61,39.85,475.62,475.62,469.44
13.58,40.75,469.15,468.87,469.20
17.51,58.86,453.20,453.20,456.59
32.28,75.33,434.46,433.49,426.01
19.71,43.43,456.24,456.24,457.86
24.24,72.43,435.33,436.47,440.68
26.12,63.31,443.47,442.43,440.44
13.48,41.44,471.39,471.39,469.15
22.36,59.44,443.44,445.35,448.12
24.27,63.87,420.26,420.26,443.42
12.50,41.38,474.40,474.40,470.84
14.45,39.58,467.62,467.62,468.10
17.48,44.71,465.61,465.61,461.25
15.10,41.35,466.14,466.14,466.41
28.65,68.27,432.41,434.23,434.50
15.68,39.16,461.98,461.98,466.13
19.51,48.78,453.27,453.27,456.46
29.00,69.68,442.79,442.79,433.45
24.67,69.14,440.03,440.03,441.02
23.36,72.24,437.47,437.89,442.25
12.39,40.75,475.96,475.96,471.23
8.39,52.72,473.45,473.45,474.17
7.33,41.16,481.56,482.01,479.74
16.24,41.93,461.50,463.49,464.28
27.56,66.93,444.10,444.10,436.80
8.38,39.22,479.83,481.01,478.58
17.68,39.08,454.18,454.18,462.75
13.53,40.71,468.32,468.90,469.30
10.59,38.38,474.94,474.94,475.08
19.35,43.43,457.24,458.62,458.48
21.96,58.79,448.10,448.10,449.02
19.80,67.71,445.35,447.89,449.80
12.90,44.63,467.41,467.41,469.10
10.91,40.10,473.79,475.51,473.97
6.06,43.65,480.74,480.74,481.10
21.06,50.59,454.15,454.15,453.22
23.95,73.67,438.88,438.31,440.77
18.89,58.66,453.33,453.33,454.30
13.20,44.90,470.80,468.80,468.50
11.41,41.54,477.89,477.89,472.65
10.70,36.18,472.99,474.42,475.61
9.11,40.02,479.03,479.03,477.07
18.56,42.28,461.17,461.15,460.20
15.43,39.64,463.03,465.43,466.40
26.30,67.07,433.72,433.72,438.91
25.86,59.07,442.10,442.30,442.27
27.58,57.19,438.86,440.50,439.94
18.00,44.06,456.79,459.84,460.58
22.70,66.44,436.23,441.78,445.26
24.49,68.61,447.57,447.57,441.50
9.14,38.91,480.67,479.48,477.38
24.31,58.62,444.47,443.90,445.06
25.24,66.54,436.79,439.07,440.89
23.89,64.27,450.82,450.82,443.94
25.64,47.01,445.38,444.90,446.57
22.77,70.32,438.30,439.31,443.88
22.06,47.43,447.65,448.68,452.55
14.86,43.14,461.14,461.14,466.24
27.37,71.06,432.14,432.14,435.78
18.90,56.03,456.84,455.51,455.14
27.01,65.06,438.35,439.74,438.35
24.41,69.48,435.38,435.38,441.35
20.03,57.19,446.46,446.46,452.83
12.61,41.58,464.88,469.75,470.59
27.37,63.31,441.16,441.10,438.31
29.30,67.69,430.72,430.72,433.58
15.57,38.78,460.34,464.51,466.45
4.00,39.90,490.75,490.75,485.84
12.29,40.03,472.65,472.65,471.64
25.24,68.67,439.71,438.24,440.20
20.12,56.53,454.54,454.54,452.89
12.38,48.04,465.99,465.99,468.88
24.85,68.37,445.42,439.60,440.96
25.10,61.47,439.54,441.95,442.78
27.45,59.74,450.46,450.46,439.33
12.48,40.67,473.36,471.75,471.11
13.56,40.75,468.78,468.86,469.24
20.35,67.45,447.64,447.64,448.95
19.92,38.52,451.16,451.16,459.10
20.00,69.48,445.95,445.21,448.88
26.81,56.57,442.94,442.94,441.46
27.46,66.54,433.36,435.77,437.10
24.63,59.57,440.67,440.67,444.20
9.60,41.03,481.73,481.73,475.91
25.08,61.02,437.31,437.31,442.96
23.84,59.87,442.76,443.12,445.45
28.59,69.84,427.53,427.53,434.10
26.59,66.49,439.72,439.72,438.60
30.70,69.59,433.40,433.40,430.57
23.29,49.30,442.11,442.11,449.84
19.64,56.65,456.03,456.03,453.68
7.00,38.50,486.41,485.00,481.17
31.82,73.68,431.31,432.23,427.33
30.01,69.13,436.09,434.13,431.90
8.22,41.03,485.50,485.50,478.26
21.12,62.52,450.93,450.93,449.24
4.65,35.19,489.36,489.36,486.26
25.21,59.21,443.12,443.12,443.33
15.47,48.98,460.63,460.53,463.29
18.73,46.48,450.74,450.74,458.54
11.95,41.58,464.57,464.57,471.72
20.30,58.41,451.74,451.74,451.98
20.54,61.27,451.95,451.95,450.63
26.11,62.44,438.87,438.87,440.74
25.41,69.14,433.59,435.92,439.75
30.05,66.44,427.55,427.55,432.71
14.78,38.58,460.54,460.54,467.86
24.39,58.41,444.34,443.79,444.99
19.30,65.59,452.76,452.76,451.34
29.27,66.85,440.98,440.98,433.91
12.19,41.17,475.64,475.64,471.44
17.18,46.00,456.70,459.22,461.34
24.42,64.79,442.64,443.35,442.86
22.94,58.05,447.81,446.30,447.58
6.14,39.40,488.45,486.35,482.35
29.29,71.14,432.58,432.58,432.48
20.35,68.61,451.67,448.67,448.57
8.22,40.77,480.38,480.38,478.35
25.87,59.43,439.42,441.59,442.13
31.73,73.42,430.46,430.46,427.57
24.89,64.27,443.98,443.36,442.23
16.95,40.12,460.79,462.16,463.65
17.30,62.10,451.84,451.80,455.90
23.94,63.21,440.15,440.15,444.20
26.37,70.79,428.50,428.50,437.58
15.17,54.30,463.32,462.88,462.07
13.51,40.10,470.65,470.65,469.53
25.91,58.98,442.65,442.65,442.21
15.63,41.79,455.24,455.24,465.36
33.34,69.88,432.76,432.45,425.97
32.50,71.37,433.70,433.70,426.92
11.21,44.03,471.79,471.79,472.18
18.26,59.15,452.03,452.03,455.22
19.31,43.56,457.07,458.83,458.50
21.40,74.93,434.09,434.09,444.72
29.33,52.84,437.70,438.28,438.37
29.44,65.51,441.29,437.65,434.05
19.74,45.38,456.27,457.58,457.18
24.37,70.02,437.63,437.80,441.24
25.42,75.60,438.24,438.24,437.63
33.33,73.03,434.55,432.76,424.96
22.76,57.50,445.03,446.20,448.07
7.97,38.50,487.19,487.19,479.52
23.26,59.21,442.38,442.38,446.66
20.16,57.76,455.13,455.13,452.43
10.49,42.49,475.62,475.37,473.91
27.49,63.76,436.73,436.73,437.95
24.14,59.87,444.04,444.04,444.94
18.35,62.10,453.35,453.10,454.10
18.93,59.39,450.14,450.14,454.00
22.58,59.14,439.78,439.78,447.84
20.78,68.28,450.57,450.57,447.94
30.71,71.85,431.75,432.35,429.82
20.24,56.53,455.25,455.25,452.69
8.41,39.16,480.27,481.04,478.55
31.07,70.98,432.96,432.96,429.49
16.77,49.39,458.14,457.65,460.94
17.74,49.78,450.44,450.44,459.16
17.18,63.09,451.37,451.37,455.78
14.36,40.00,467.03,467.56,468.11
23.20,49.30,442.53,444.68,449.99
15.79,49.21,457.70,457.70,462.67
33.92,77.95,433.01,433.01,422.35
23.22,66.56,437.11,437.11,444.33
31.86,73.88,431.35,432.12,427.20
9.23,39.66,481.77,481.77,476.99
10.07,41.39,476.57,476.24,474.99
14.73,54.30,463.63,463.63,462.83
18.23,58.96,450.27,451.16,455.33
14.31,42.86,468.30,466.86,467.27
3.68,39.64,490.02,490.02,486.47
30.65,71.06,434.62,433.38,430.18
14.09,44.84,467.46,466.71,467.00
13.40,41.78,466.68,466.68,469.17
18.37,51.86,461.14,461.14,457.40
11.70,41.16,464.12,464.12,472.28
24.57,49.82,452.30,452.30,447.48
24.09,73.68,441.34,441.34,440.53
13.35,39.64,471.69,471.69,469.96
20.95,44.89,452.97,453.89,455.27
28.23,64.05,441.42,439.96,436.60
19.66,58.79,448.54,449.66,452.94
19.20,58.71,450.90,450.42,453.76
8.51,40.78,471.11,471.11,477.85
12.67,42.86,473.13,473.13,470.07
21.93,60.84,443.11,443.11,448.40
7.00,35.77,482.80,482.80,482.06
22.35,63.47,444.60,446.20,446.83
8.91,43.52,478.38,478.38,476.28
32.83,74.16,431.41,431.95,425.45
11.02,44.58,481.85,481.85,472.33
7.28,40.67,493.30,493.30,479.99
11.49,39.22,474.50,474.62,473.27
31.11,69.05,433.19,433.19,430.05
6.75,39.40,487.24,485.85,481.31
24.90,58.49,444.19,444.19,444.09
16.53,53.29,463.32,463.32,460.08
14.48,40.89,470.44,470.44,467.62
10.02,38.18,476.83,476.83,476.12
27.82,79.74,436.48,436.48,432.19
5.51,41.03,491.84,491.84,482.89
23.66,60.37,438.59,438.59,445.60
11.19,40.64,472.86,472.86,473.32
29.65,71.25,430.88,430.88,431.83
16.37,39.64,463.91,463.91,464.80
